#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T15:28+0000 #
#####################################################################
#
# maxResource = 3.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 9.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[variance] network-diameter[median] network-diameter[StandardDeviation] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
28.0 14 -0.5675008530296434 11.184752019634882 5.0 5.0 0.0 5.0 0.0 1.1 0.22 0.093 0.093 0.30 6.0 3.1 2.1 3.0 1.5 3.00 0.929 1.92 0.00 1.38 367 72.3 1.43e+04 9.21 120 1.47e+38 1.16e+37 1.54e+75 105 3.92e+37 875 274 9.88e+04 152 314
29.0 14 -0.5675008530296434 11.184752019634882 5.0 5.0 0.0 5.0 0.0 1.1 0.22 0.093 0.093 0.30 6.0 3.1 2.1 3.0 1.5 3.00 0.929 1.92 0.00 1.38 367 72.3 1.43e+04 9.21 120 1.47e+38 1.16e+37 1.54e+75 105 3.92e+37 875 274 9.88e+04 152 314
30.0 14 -0.5675008530296434 11.184752019634882 5.0 5.0 0.0 5.0 0.0 1.1 0.22 0.093 0.093 0.30 6.0 3.1 2.1 3.0 1.5 3.00 0.929 1.92 0.00 1.38 367 72.3 1.43e+04 9.21 120 1.47e+38 1.16e+37 1.54e+75 105 3.92e+37 875 274 9.88e+04 152 314
31.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 1.47e+38 9.54e+36 1.27e+75 26.1 3.57e+37 875 270 8.05e+04 219 284
32.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 1.47e+38 9.54e+36 1.27e+75 26.1 3.57e+37 875 292 9.37e+04 219 306
33.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 1.47e+38 9.54e+36 1.27e+75 26.1 3.57e+37 1.17e+03 315 1.26e+05 219 355
34.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 1.47e+38 9.54e+36 1.27e+75 26.1 3.57e+37 1.26e+03 337 1.61e+05 219 402
35.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 1.47e+38 9.54e+36 1.27e+75 26.1 3.57e+37 1.26e+03 356 1.82e+05 219 427
36.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 1.47e+38 9.54e+36 1.27e+75 23.3 3.57e+37 1.26e+03 370 1.83e+05 242 428
37.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 7.13e+99 4.20e+98 2.99e+198 15.5 1.73e+99 1.26e+03 370 1.83e+05 242 428
38.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 7.13e+99 4.20e+98 2.99e+198 15.5 1.73e+99 1.26e+03 370 1.83e+05 242 428
39.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 7.13e+99 4.20e+98 2.99e+198 15.5 1.73e+99 1.26e+03 370 1.83e+05 242 428
40.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 7.13e+99 4.20e+98 2.99e+198 15.5 1.73e+99 1.26e+03 370 1.83e+05 242 428
41.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 7.13e+99 4.20e+98 2.99e+198 15.5 1.73e+99 1.26e+03 370 1.83e+05 242 428
42.0 17 -0.8892255966208977 13.145122923051256 6.0 6.0 0.0 6.0 0.0 1.4 0.22 0.12 0.084 0.34 6.0 3.3 2.0 3.0 1.4 3.00 0.941 1.93 0.00 1.39 367 104 1.66e+04 27.5 129 7.13e+99 4.20e+98 2.99e+198 15.5 1.73e+99 1.26e+03 370 1.83e+05 242 428
43.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.26e+03 357 1.59e+05 256 399
44.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.26e+03 385 1.71e+05 256 413
45.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.31e+03 413 2.08e+05 256 456
46.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.73e+03 441 2.68e+05 256 518
47.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.82e+03 469 3.32e+05 256 576
48.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.82e+03 492 3.71e+05 256 609
49.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 7.13e+99 3.57e+98 2.54e+198 4.15 1.59e+99 1.82e+03 510 3.72e+05 274 610
50.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
51.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
52.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
53.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
54.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
55.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
56.0 20 -1.4569979241630389 15.207478557495572 7.0 7.0 0.0 7.0 0.0 1.6 0.23 0.14 0.094 0.38 6.0 3.3 1.9 3.0 1.4 3.00 0.950 1.94 0.00 1.39 398 131 2.21e+04 62.8 149 2.75e+101 1.91e+100 4.19e+201 19.2 6.47e+100 1.82e+03 510 3.72e+05 274 610
57.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 1.82e+03 473 3.33e+05 242 577
58.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 1.82e+03 485 3.35e+05 242 579
59.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 1.82e+03 496 3.47e+05 242 589
60.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 1.82e+03 508 3.70e+05 242 608
61.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 2.00e+03 520 4.04e+05 242 635
62.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 2.09e+03 532 4.39e+05 242 662
63.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 2.09e+03 541 4.60e+05 242 679
64.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 2.75e+101 1.66e+100 3.66e+201 2.57 6.05e+100 2.09e+03 549 4.63e+05 242 680
65.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
66.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
67.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
68.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
69.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
70.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
71.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
72.0 23 -1.3608128156183965 17.212232228621716 8.0 8.0 0.0 8.0 0.0 1.8 0.23 0.17 0.082 0.41 6.0 3.4 1.9 3.0 1.4 3.00 0.957 1.95 0.00 1.40 400 143 2.22e+04 115 149 1.11e+121 4.84e+119 5.39e+240 17.7 2.32e+120 2.09e+03 549 4.63e+05 242 680
73.0 26 -0.4074784800581366 18.198753737864074 8.0 8.0 0.0 8.0 0.0 2.1 0.24 0.19 0.090 0.44 6.0 3.5 1.7 3.5 1.3 3.00 0.962 1.96 0.00 1.40 400 146 2.00e+04 120 141 1.11e+121 4.28e+119 4.77e+240 0.0268 2.18e+120 2.09e+03 505 4.23e+05 231 650
74.0 26 -0.4074784800581366 18.198753737864074 8.0 8.0 0.0 8.0 0.0 2.1 0.24 0.19 0.090 0.44 6.0 3.5 1.7 3.5 1.3 3.00 0.962 1.96 0.00 1.40 400 146 2.00e+04 120 141 1.11e+121 4.28e+119 4.77e+240 0.0268 2.18e+120 2.09e+03 509 4.23e+05 231 650
75.0 26 -0.4074784800581366 18.198753737864074 8.0 8.0 0.0 8.0 0.0 2.1 0.24 0.19 0.090 0.44 6.0 3.5 1.7 3.5 1.3 3.00 0.962 1.96 0.00 1.40 400 146 2.00e+04 120 141 1.11e+121 4.28e+119 4.77e+240 0.0268 2.18e+120 2.09e+03 513 4.24e+05 231 651
