#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 6.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
9.06460426246408 24 -0.6466559679925304 8.3110114799287 7.0 7.0 7.0 2.3 0.24 0.23 0.11 0.48 7.0 3.4 3.6 3.0 1.9 5.00 0.792 1.48 0.00 1.22 479 40.2 1.20e+04 0.761 110 72.7 12.6 462 0.810 21.5 479 68.4 1.52e+04 5.47 123 350 44.7 9.01e+03 1.25 94.9
10.06460426246408 27 -0.5866633667437289 9.776233412061279 8.0 8.0 8.0 2.6 0.24 0.26 0.12 0.51 7.0 3.5 3.3 3.0 1.8 5.00 0.852 1.44 0.00 1.20 479 58.6 1.52e+04 1.58 123 72.8 10.8 438 0.134 20.9 756 141 4.34e+04 34.6 208 350 41.8 8.52e+03 0.267 92.3
11.06460426246408 31 -0.7019303888099271 11.451768543501695 9.0 9.0 9.0 3.0 0.25 0.31 0.099 0.55 7.0 3.7 3.1 4.0 1.8 5.00 0.871 1.38 0.00 1.18 479 67.1 1.42e+04 4.93 119 72.9 9.02 326 0.0486 18.1 906 179 7.63e+04 42.5 276 350 36.6 7.33e+03 0.0791 85.6
12.06460426246408 32 -0.6473234908458353 11.727442757181803 9.0 9.0 9.0 3.1 0.25 0.32 0.093 0.56 7.0 3.8 3.0 4.0 1.7 5.00 0.938 1.42 1.00 1.19 479 74.8 1.56e+04 4.94 125 93.3 8.99 443 0.150 21.1 1.26e+03 268 1.63e+05 77.1 404 350 34.7 7.05e+03 0.251 84.0
13.06460426246408 33 -0.7835788182760229 12.219211411342112 9.0 9.0 9.0 3.2 0.25 0.33 0.094 0.57 7.0 3.8 3.0 4.0 1.7 5.00 0.939 1.37 1.00 1.17 479 80.0 1.60e+04 4.96 127 97.5 9.00 457 1.78 21.4 1.41e+03 319 2.19e+05 110 468 350 33.7 6.80e+03 1.86 82.5
14.06460426246408 33 -0.7835788182760229 12.219211411342112 9.0 9.0 9.0 3.2 0.25 0.33 0.094 0.57 7.0 3.8 3.0 4.0 1.7 5.00 0.970 1.41 1.00 1.19 479 80.0 1.60e+04 4.96 127 92.3 9.09 409 2.45 20.2 1.87e+03 396 3.47e+05 160 589 350 34.0 6.66e+03 3.94 81.6
15.06460426246408 33 -0.7835788182760229 12.219211411342112 9.0 9.0 9.0 3.2 0.25 0.33 0.094 0.57 7.0 3.8 3.0 4.0 1.7 5.00 0.970 1.41 1.00 1.19 479 80.0 1.60e+04 4.96 127 87.5 9.08 384 2.14 19.6 2.02e+03 432 4.15e+05 165 644 350 34.1 6.58e+03 3.68 81.1
16.06460426246408 34 -0.7023151390912858 12.176003032215284 9.0 9.0 9.0 3.3 0.25 0.34 0.096 0.58 7.0 3.9 3.1 4.0 1.8 5.00 0.941 1.39 1.00 1.18 479 77.9 1.57e+04 5.32 125 89.2 9.07 364 2.90 19.1 2.71e+03 482 6.03e+05 162 776 350 33.6 6.15e+03 3.22 78.4
17.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.943 1.41 1.00 1.19 479 75.7 1.54e+04 4.96 124 79.7 8.45 311 3.31 17.6 2.64e+03 463 5.69e+05 160 755 350 32.0 5.89e+03 4.07 76.8
18.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 81.2 8.58 317 3.20 17.8 2.65e+03 464 5.70e+05 160 755 350 32.4 5.91e+03 5.65 76.9
19.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 81.0 8.59 316 3.25 17.8 2.65e+03 464 5.70e+05 160 755 350 32.3 5.90e+03 4.27 76.8
20.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.8 8.58 315 3.34 17.7 2.65e+03 464 5.71e+05 160 756 350 32.3 5.89e+03 4.23 76.7
21.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.6 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.26 76.7
22.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 315 3.33 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
23.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
24.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
25.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
26.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
27.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
28.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
29.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
30.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
31.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
32.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
33.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
34.06460426246408 35 -0.9545191438303148 12.165665461481918 9.0 9.0 9.0 3.4 0.25 0.35 0.095 0.59 7.0 4.0 3.0 4.0 1.7 5.00 0.971 1.44 1.00 1.20 479 75.7 1.54e+04 4.96 124 80.7 8.58 314 3.34 17.7 2.65e+03 464 5.71e+05 160 755 350 32.3 5.89e+03 4.25 76.7
#####################################################################
# End of data export. Simulation finished at: 2025-02-10T16:29+0000 #
#####################################################################
