#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 3.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
9.274705696657676 32 2.8831074467675175 11.409603469225965 9.0 9.0 9.0 3.1 0.38 0.59 0.086 0.77 7.0 4.1 3.0 4.0 1.7 4.00 0.781 1.60 0.00 1.26 429 63.9 1.13e+04 7.88 106 69.0 8.09 270 0.169 16.4 749 142 4.31e+04 58.6 208 350 36.5 7.35e+03 0.266 85.7
10.274705696657676 34 2.5698048966043863 11.58563825804994 9.0 9.0 9.0 3.3 0.38 0.63 0.091 0.80 7.0 4.2 3.0 4.0 1.7 4.00 0.941 1.63 0.00 1.28 429 72.4 1.44e+04 7.88 120 63.7 7.98 229 2.49 15.1 1.21e+03 212 9.26e+04 63.8 304 350 35.3 6.71e+03 3.25 81.9
11.274705696657676 35 2.306586478958996 11.459889191017657 9.0 9.0 9.0 3.3 0.38 0.65 0.086 0.81 7.0 4.2 2.9 4.0 1.7 5.00 1.00 2.00 0.00 1.41 429 70.3 1.42e+04 5.93 119 56.0 7.91 188 1.14 13.7 1.41e+03 274 1.74e+05 54.6 417 350 35.4 6.67e+03 1.95 81.7
12.274705696657676 38 1.8555376402619113 12.094756746881389 10 10 10 3.6 0.38 0.72 0.085 0.85 8.0 4.5 3.3 5.0 1.8 5.00 0.947 1.67 0.00 1.29 429 79.4 1.56e+04 7.88 125 58.3 6.87 199 0.141 14.1 1.82e+03 326 2.75e+05 39.9 524 350 32.6 6.55e+03 0.211 80.9
13.274705696657676 39 1.8749533954055646 12.3337348449453 10 10 10 3.7 0.39 0.74 0.087 0.86 8.0 4.5 3.4 5.0 1.8 5.00 0.949 1.68 0.00 1.30 429 86.0 1.68e+04 9.83 130 71.3 7.24 234 0.709 15.3 2.02e+03 404 4.06e+05 63.2 637 350 32.0 6.31e+03 1.29 79.5
14.274705696657676 39 1.8749533954055646 12.3337348449453 10 10 10 3.7 0.39 0.74 0.087 0.86 8.0 4.5 3.4 5.0 1.8 5.00 1.00 1.63 1.00 1.28 429 86.0 1.68e+04 9.83 130 72.4 7.61 307 0.418 17.5 2.15e+03 469 5.24e+05 122 724 350 32.6 6.56e+03 1.41 81.0
15.274705696657676 39 1.8749533954055646 12.3337348449453 10 10 10 3.7 0.39 0.74 0.087 0.86 8.0 4.5 3.4 5.0 1.8 5.00 1.00 1.53 1.00 1.24 429 86.0 1.68e+04 9.83 130 62.2 6.26 231 0.0458 15.2 2.71e+03 586 6.91e+05 122 831 350 29.7 5.64e+03 0.0728 75.1
16.274705696657676 40 1.8145496122153304 12.930358591881845 10 10 10 3.8 0.39 0.76 0.089 0.87 8.0 4.5 3.5 4.5 1.9 5.00 0.950 1.43 1.00 1.20 429 84.9 1.65e+04 10.0 128 59.7 7.07 211 0.216 14.5 2.91e+03 694 9.06e+05 93.3 952 350 30.2 5.27e+03 0.440 72.6
17.274705696657676 40 1.8145496122153304 12.930358591881845 10 10 10 3.8 0.39 0.76 0.089 0.87 8.0 4.5 3.5 4.5 1.9 5.00 0.975 1.41 1.00 1.19 429 84.9 1.65e+04 10.0 128 54.5 7.02 177 0.453 13.3 4.20e+03 744 1.12e+06 93.3 1.06e+03 350 30.1 4.90e+03 0.591 70.0
18.274705696657676 40 1.8145496122153304 12.930358591881845 10 10 10 3.8 0.39 0.76 0.089 0.87 8.0 4.5 3.5 4.5 1.9 5.00 0.975 1.41 1.00 1.19 429 84.9 1.65e+04 10.0 128 36.6 6.23 119 0.639 10.9 4.53e+03 732 1.14e+06 93.3 1.07e+03 350 28.1 4.32e+03 0.815 65.7
19.274705696657676 40 1.8145496122153304 12.930358591881845 10 10 10 3.8 0.39 0.76 0.089 0.87 8.0 4.5 3.5 4.5 1.9 5.00 0.975 1.41 1.00 1.19 429 84.9 1.65e+04 10.0 128 39.7 7.08 146 1.27 12.1 5.09e+03 718 1.19e+06 93.3 1.09e+03 350 29.7 4.39e+03 1.46 66.2
20.274705696657676 41 1.7800019313070696 13.194659666636761 10 10 10 3.9 0.39 0.78 0.085 0.88 8.0 4.5 3.4 5.0 1.8 5.00 0.951 1.40 1.00 1.18 483 94.6 1.99e+04 10.3 141 42.7 7.43 151 1.16 12.3 3.35e+03 628 7.32e+05 122 856 350 30.1 4.34e+03 1.73 65.9
21.274705696657676 41 1.7800019313070696 13.194659666636761 10 10 10 3.9 0.39 0.78 0.085 0.88 8.0 4.5 3.4 5.0 1.8 5.00 1.00 1.40 1.00 1.18 483 94.6 1.99e+04 10.3 141 45.8 6.40 129 1.05 11.4 3.35e+03 657 7.76e+05 122 881 350 27.9 4.31e+03 2.09 65.6
22.274705696657676 41 1.7800019313070696 13.194659666636761 10 10 10 3.9 0.39 0.78 0.085 0.88 8.0 4.5 3.4 5.0 1.8 5.00 0.976 1.37 1.00 1.17 483 94.6 1.99e+04 10.3 141 49.7 6.94 156 2.03 12.5 3.35e+03 662 8.58e+05 122 926 350 28.9 4.38e+03 2.52 66.2
23.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.952 1.36 1.00 1.17 483 100 2.08e+04 15.4 144 50.0 7.06 160 1.38 12.6 3.88e+03 679 9.56e+05 171 978 350 28.8 4.31e+03 2.55 65.6
24.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 1.00 1.41 1.00 1.19 483 100 2.08e+04 15.4 144 50.0 6.84 163 1.35 12.8 3.88e+03 692 9.85e+05 171 992 350 28.5 4.38e+03 2.40 66.2
25.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 53.2 7.05 169 2.05 13.0 3.88e+03 711 1.11e+06 171 1.05e+03 350 28.7 4.40e+03 2.41 66.3
26.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 53.4 7.09 171 2.02 13.1 4.21e+03 738 1.24e+06 171 1.12e+03 350 28.9 4.40e+03 2.38 66.4
27.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 53.5 6.99 175 2.07 13.2 4.44e+03 732 1.23e+06 171 1.11e+03 350 28.6 4.47e+03 2.22 66.8
28.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.00 181 2.04 13.5 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.6 4.52e+03 2.18 67.2
29.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 56.7 7.13 183 2.15 13.5 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.49e+03 2.24 67.0
30.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.13 181 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
31.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.12 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.31 66.9
32.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.12 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.29 66.9
33.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
34.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
35.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
36.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
37.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
38.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
39.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
40.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
41.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
42.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
43.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
44.274705696657676 42 1.6845691069613453 13.38407475075755 10 10 10 4.0 0.39 0.80 0.080 0.89 8.0 4.6 3.2 5.0 1.8 5.00 0.976 1.44 1.00 1.20 483 100 2.08e+04 15.4 144 55.5 7.11 180 2.15 13.4 4.21e+03 722 1.17e+06 171 1.08e+03 350 28.9 4.48e+03 2.28 66.9
#####################################################################
# End of data export. Simulation finished at: 2025-02-10T16:29+0000 #
#####################################################################
