#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 7.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
10.015289796175935 31 0.8738618066782565 10.939506875205668 7.0 7.0 7.0 6.0 0.32 1.2 0.071 1.1 8.0 4.3 3.4 4.0 1.8 5.00 1.03 1.90 1.00 1.38 319 45.1 7.36e+03 4.51 85.8 45.8 7.52 159 1.55 12.6 679 186 5.24e+04 27.9 229 350 33.6 5.40e+03 3.19 73.5
11.004079161874714 32 0.6466425407440252 10.969440718274928 7.0 7.0 7.0 6.2 0.32 1.2 0.073 1.1 8.0 4.6 3.5 4.0 1.9 5.00 0.938 1.93 0.00 1.39 319 43.9 7.16e+03 4.92 84.6 40.6 7.96 162 0.936 12.7 1.19e+03 202 9.37e+04 23.9 306 350 32.9 5.17e+03 2.02 71.9
12.004079161874714 34 0.6559284616648771 11.447251551919642 7.0 7.0 7.0 6.6 0.32 1.3 0.077 1.1 8.0 4.6 3.9 5.0 2.0 5.00 0.941 1.88 0.00 1.37 319 51.1 8.03e+03 6.22 89.6 58.2 7.71 199 1.17 14.1 1.19e+03 239 1.07e+05 35.7 327 350 32.4 5.55e+03 1.46 74.5
13.004079161874714 35 0.9138815692830432 11.69585084989373 8.0 8.0 8.0 6.8 0.32 1.3 0.080 1.2 8.0 4.7 3.6 5.0 1.9 6.00 0.971 2.15 0.00 1.46 319 56.8 8.95e+03 7.12 94.6 52.1 7.92 171 1.57 13.1 1.77e+03 286 1.66e+05 43.2 407 350 32.5 5.08e+03 3.07 71.3
14.004079161874714 39 0.40036614192152253 12.517149047210081 8.0 8.0 8.0 7.6 0.33 1.5 0.080 1.2 8.0 4.9 3.9 5.0 2.0 6.00 0.897 1.88 0.00 1.37 418 70.5 1.27e+04 14.0 113 62.0 7.94 156 1.46 12.5 1.66e+03 274 1.38e+05 167 372 350 30.2 4.36e+03 1.88 66.0
15.004079161874714 40 0.42819844544500774 12.604909626613432 8.0 8.0 8.0 7.8 0.33 1.5 0.082 1.2 9.0 5.2 4.8 5.0 2.2 6.00 1.00 1.90 0.500 1.38 418 74.0 1.43e+04 15.1 119 61.3 6.96 134 2.35 11.6 1.62e+03 313 1.57e+05 129 396 350 29.1 4.24e+03 2.61 65.1
16.004079161874714 41 0.6518198785743655 12.890400749465124 8.0 8.0 8.0 8.0 0.33 1.6 0.079 1.2 9.0 5.1 4.8 5.0 2.2 6.00 0.951 1.90 0.00 1.38 418 74.5 1.39e+04 16.3 118 49.8 7.01 120 1.82 10.9 2.05e+03 357 2.67e+05 95.5 516 350 28.1 4.06e+03 2.54 63.8
17.004079161874714 42 0.6390825281194479 13.099430536897815 8.0 8.0 8.0 8.2 0.33 1.6 0.077 1.3 9.0 5.2 5.0 5.0 2.2 6.00 0.952 1.90 0.00 1.38 418 82.3 1.61e+04 16.3 127 66.9 6.66 139 3.17 11.8 2.44e+03 379 3.43e+05 93.2 585 350 27.7 4.24e+03 5.54 65.1
18.004079161874714 43 0.4059862804631908 13.392266813797981 8.0 8.0 8.0 8.4 0.33 1.6 0.078 1.3 9.0 5.2 5.3 5.0 2.3 6.00 0.977 1.83 0.00 1.35 418 86.6 1.65e+04 16.3 129 65.1 6.69 132 2.88 11.5 2.44e+03 428 4.18e+05 95.5 646 350 27.7 4.11e+03 3.78 64.1
19.004079161874714 44 0.28702601915042264 13.607896227728855 8.0 8.0 8.0 8.5 0.33 1.7 0.080 1.3 10 5.4 5.6 6.0 2.4 6.00 0.955 1.95 0.00 1.40 418 90.0 1.79e+04 16.6 134 67.0 6.77 137 2.59 11.7 3.39e+03 472 6.77e+05 93.2 823 350 26.9 4.08e+03 4.24 63.8
20.004079161874714 45 0.2737068402268775 13.905498148770992 8.0 8.0 8.0 8.7 0.33 1.7 0.082 1.3 10 5.3 5.6 6.0 2.4 6.00 0.911 1.90 0.00 1.38 418 94.3 1.84e+04 16.8 136 73.4 6.47 157 1.87 12.5 3.14e+03 455 6.39e+05 95.5 800 350 26.3 4.23e+03 2.62 65.0
21.004079161874714 46 0.21711676675483746 14.169081854484563 8.0 8.0 8.0 8.9 0.34 1.7 0.083 1.3 10 5.5 5.6 6.0 2.4 6.00 0.957 1.95 0.00 1.40 461 102 2.06e+04 17.1 144 71.5 6.47 145 2.70 12.1 3.14e+03 481 6.67e+05 131 817 350 26.1 4.07e+03 3.83 63.8
22.004079161874714 46 0.21711676675483746 14.169081854484563 8.0 8.0 8.0 8.9 0.34 1.7 0.083 1.3 10 5.5 5.6 6.0 2.4 6.00 0.978 1.93 0.00 1.39 461 103 2.12e+04 17.1 146 76.1 6.09 160 2.39 12.6 3.86e+03 537 8.79e+05 131 938 350 25.7 4.24e+03 4.18 65.1
23.004079161874714 46 0.21711676675483746 14.169081854484563 8.0 8.0 8.0 8.9 0.34 1.7 0.083 1.3 10 5.5 5.6 6.0 2.4 6.00 0.978 1.93 0.00 1.39 461 103 2.12e+04 17.1 146 74.5 6.10 156 2.85 12.5 3.72e+03 566 1.02e+06 131 1.01e+03 350 25.8 4.21e+03 3.41 64.9
24.004079161874714 47 0.17257253790853191 14.231104869276432 8.0 8.0 8.0 9.1 0.34 1.8 0.084 1.3 11 5.7 6.6 6.0 2.6 6.00 0.957 1.91 0.00 1.38 461 103 2.08e+04 17.5 144 73.9 6.08 152 2.87 12.3 4.01e+03 582 1.15e+06 133 1.07e+03 350 25.5 4.11e+03 3.13 64.1
25.004079161874714 47 0.17257253790853191 14.231104869276432 8.0 8.0 8.0 9.1 0.34 1.8 0.084 1.3 11 5.7 6.6 6.0 2.6 6.00 1.00 1.87 1.00 1.37 461 103 2.08e+04 17.5 144 77.8 5.93 168 1.85 12.9 4.29e+03 630 1.33e+06 167 1.15e+03 350 25.2 4.27e+03 3.21 65.4
26.004079161874714 47 0.17257253790853191 14.231104869276432 8.0 8.0 8.0 9.1 0.34 1.8 0.084 1.3 11 5.7 6.6 6.0 2.6 6.00 0.979 1.76 1.00 1.33 461 103 2.08e+04 17.5 144 79.2 6.08 174 1.78 13.2 4.73e+03 624 1.25e+06 213 1.12e+03 350 25.4 4.32e+03 2.64 65.7
27.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.958 1.74 0.500 1.32 461 105 2.05e+04 22.7 143 79.2 6.16 160 1.83 12.7 4.73e+03 618 1.25e+06 200 1.12e+03 350 24.9 4.12e+03 2.93 64.2
28.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 79.6 5.96 158 3.30 12.6 4.86e+03 629 1.27e+06 200 1.13e+03 350 24.6 4.11e+03 3.93 64.1
29.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 79.6 5.93 158 3.30 12.6 4.86e+03 636 1.31e+06 200 1.14e+03 350 24.5 4.11e+03 3.86 64.1
30.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 79.6 5.94 158 3.08 12.6 4.86e+03 640 1.33e+06 200 1.15e+03 350 24.6 4.12e+03 3.87 64.2
31.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 79.6 5.96 159 3.13 12.6 4.86e+03 644 1.36e+06 200 1.17e+03 350 24.6 4.12e+03 3.79 64.2
32.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 160 3.13 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.70 64.3
33.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.72 64.4
34.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
35.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
36.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
37.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
38.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
39.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
40.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
41.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
42.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
43.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
44.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
45.004079161874714 48 0.14657908417837415 14.600070546986933 9.0 9.0 9.0 9.3 0.34 1.8 0.085 1.4 11 5.7 6.6 6.0 2.6 6.00 0.979 1.72 1.00 1.31 461 105 2.05e+04 22.7 143 80.1 5.96 161 3.15 12.7 5.05e+03 648 1.40e+06 200 1.18e+03 350 24.6 4.14e+03 3.73 64.3
#####################################################################
# End of data export. Simulation finished at: 2025-02-10T16:29+0000 #
#####################################################################
