#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 8.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
24.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
25.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
26.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
27.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
28.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
29.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
30.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
31.422247296281718 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
32.42224729628172 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
33.42224729628172 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
34.42224729628172 43 -0.1332499972281565 14.827620952337059 9.0 9.0 9.0 12 0.43 3.6 0.054 1.9 12 5.2 9.1 5.0 3.0 6.00 0.977 1.74 1.00 1.32 449 118 2.22e+04 50.7 149 97.2 6.94 244 2.92 15.6 5.09e+03 728 1.74e+06 210 1.32e+03 350 28.1 5.34e+03 3.61 73.1
#####################################################################
# End of data export. Simulation finished at: 2025-02-10T16:29+0000 #
#####################################################################
